2026-08-27 15:19:35 | INFO | iris_api | request_id=7bba3bc0-7f72-4ece-beb1-68d0113e7f6e method=GET path=/docs status=200 duration_ms=5.58
2026-08-27 15:19:36 | INFO | iris_api | request_id=b220ec84-55af-4fe0-b140-bdad7f14fe01 method=GET path=/openapi.json status=200 duration_ms=40.74
2026-08-27 15:19:43 | INFO | iris_api | request_id=d0190e68-cbc8-4f9f-aab7-6153f618227b prediction=setosa confidence=1.0000
2026-08-27 15:19:43 | INFO | iris_api | request_id=d0190e68-cbc8-4f9f-aab7-6153f618227b method=POST path=/predict status=200 duration_ms=59.5
2026-08-27 15:35:10 | INFO | iris_api | request_id=a08e3168-75ff-425c-a4ce-379003fd6ca4 method=GET path=/docs status=200 duration_ms=0.0
2026-08-27 15:35:11 | INFO | iris_api | request_id=7dc05d73-6053-4523-8867-3d97f05070ce method=GET path=/openapi.json status=200 duration_ms=14.97
2026-08-27 15:35:24 | INFO | iris_api | request_id=92ea7323-026c-4f0c-b6dd-4321d5e49593 method=POST path=/predict status=422 duration_ms=40.59
2026-08-27 15:50:29 | INFO | iris_api | request_id=731a0d60-7629-4d0f-9fed-2d5def59d187 prediction=setosa confidence=1.0000
2026-08-27 15:50:29 | INFO | iris_api | request_id=731a0d60-7629-4d0f-9fed-2d5def59d187 method=POST path=/predict status=200 duration_ms=19.15
2026-08-27 15:50:29 | INFO | iris_api | request_id=63c715e9-2be6-450b-8399-0fb6f388086e prediction=setosa confidence=1.0000
2026-08-27 15:50:29 | INFO | iris_api | request_id=63c715e9-2be6-450b-8399-0fb6f388086e method=POST path=/predict status=200 duration_ms=16.47
2026-08-27 15:50:29 | INFO | iris_api | request_id=b4adfea5-c701-41e2-86a1-4f13ecd01f23 prediction=setosa confidence=0.5000
2026-08-27 15:50:29 | INFO | iris_api | request_id=b4adfea5-c701-41e2-86a1-4f13ecd01f23 method=POST path=/predict status=200 duration_ms=14.49
2026-08-27 15:50:29 | INFO | iris_api | request_id=12fba6d4-e5f7-4698-ac6a-88e1882c4d13 method=POST path=/predict status=422 duration_ms=1.69
2026-08-27 15:50:29 | INFO | iris_api | request_id=d7484f23-f29c-4742-bb0d-6c3f2d942bd6 method=POST path=/predict status=422 duration_ms=0.0
2026-08-27 15:50:29 | INFO | iris_api | request_id=cf8c6ef5-046d-4d3a-b2ef-5e6c92e5a415 method=POST path=/predict status=422 duration_ms=0.0
2026-08-27 15:50:30 | INFO | iris_api | request_id=5237af4a-0597-4280-a4b8-806b8734b84a method=POST path=/predict status=422 duration_ms=0.0
2026-08-27 15:50:30 | INFO | iris_api | request_id=34931f5d-9339-4424-a897-1a56bcf16ff8 method=POST path=/predict status=422 duration_ms=29.19
2026-08-27 15:50:30 | ERROR | iris_api | request_id=fc3b0224-ab0c-4ca3-b9e3-eca6a4fa5536 Unexpected error: simulated internal failure
2026-08-27 15:50:30 | INFO | iris_api | request_id=fc3b0224-ab0c-4ca3-b9e3-eca6a4fa5536 method=POST path=/predict status=500 duration_ms=5.71
2026-08-27 15:50:30 | ERROR | iris_api | request_id=bf56dfd6-83c8-4e89-ac93-c95186bf99c1 ValueError during request: simulated shape mismatch
2026-08-27 15:50:30 | INFO | iris_api | request_id=bf56dfd6-83c8-4e89-ac93-c95186bf99c1 method=POST path=/predict status=400 duration_ms=5.75
2026-08-27 15:50:30 | INFO | iris_api | request_id=e1a7f96b-2664-434a-a74a-b852e7856429 prediction=setosa confidence=1.0000
2026-08-27 15:50:30 | INFO | iris_api | request_id=e1a7f96b-2664-434a-a74a-b852e7856429 method=POST path=/predict status=200 duration_ms=18.68
2026-08-27 15:50:30 | INFO | iris_api | request_id=5aac5bbe-6a4b-4320-8138-c82dad665122 prediction=setosa confidence=1.0000
2026-08-27 15:50:30 | INFO | iris_api | request_id=5aac5bbe-6a4b-4320-8138-c82dad665122 method=POST path=/predict status=200 duration_ms=43.27
2026-08-27 15:50:30 | INFO | iris_api | request_id=a9fb9f95-163b-4349-afcb-8d203e76a04a prediction=setosa confidence=1.0000
2026-08-27 15:50:30 | INFO | iris_api | request_id=a9fb9f95-163b-4349-afcb-8d203e76a04a method=POST path=/predict status=200 duration_ms=14.14
2026-08-27 15:50:30 | ERROR | iris_api | request_id=a7799323-ef24-4c44-8f46-b8e407c37950 ValueError during request: simulated shape mismatch
2026-08-27 15:50:30 | INFO | iris_api | request_id=a7799323-ef24-4c44-8f46-b8e407c37950 method=POST path=/predict status=400 duration_ms=14.35
2026-08-27 15:50:30 | ERROR | iris_api | request_id=69f5edd1-df19-4790-92a5-7c75819e6e44 Unexpected error: simulated internal failure
2026-08-27 15:50:30 | INFO | iris_api | request_id=69f5edd1-df19-4790-92a5-7c75819e6e44 method=POST path=/predict status=500 duration_ms=0.94
2026-08-27 15:50:30 | INFO | iris_api | request_id=77de6a39-f604-4236-834a-50211b9ae0c2 method=GET path=/health status=200 duration_ms=0.0
